Date,Price,Open,High,Low,Vol.,Change %
16-Jun-17,939.38,935.62,942.12,932.12,-,0.51%
15-Jun-17,934.62,931.12,938.38,925.62,-,0.29%
14-Jun-17,931.88,932.38,938.88,931.12,-,-0.11%
13-Jun-17,932.88,933.38,941.38,931.88,-,0.21%
12-Jun-17,930.88,941.62,942.62,930.38,-,-1.12%
9-Jun-17,941.38,936.62,943.88,933.12,-,0.37%
8-Jun-17,937.88,931.12,944.62,930.88,-,0.75%
7-Jun-17,930.88,925.12,934.38,924.88,-,0.84%
6-Jun-17,923.12,920.88,934.12,920.12,-,0.16%
5-Jun-17,921.62,925.38,926.38,917.88,-,0.11%
2-Jun-17,920.62,912.62,923.88,910.88,-,0.96%
1-Jun-17,911.88,916.38,920.62,911.88,-,-0.44%
31-May-17,915.88,915.12,920.38,909.62,-,0.36%
30-May-17,912.62,927.62,928.38,910.62,-,-1.49%
26-May-17,926.38,939.88,940.88,925.62,-,-1.38%
25-May-17,939.38,947.62,952.12,939.12,-,-0.92%
24-May-17,948.12,948.88,951.88,943.12,-,-0.03%
23-May-17,948.38,956.12,959.12,947.12,-,-0.84%
22-May-17,956.38,954.12,960.88,954.12,-,0.34%
19-May-17,953.12,944.62,956.12,944.62,-,0.90%
18-May-17,944.62,970.62,971.12,942.88,-,-3.20%
17-May-17,975.88,975.62,980.5,973.62,-,-0.05%
16-May-17,976.38,965.38,976.62,963.88,-,1.17%
15-May-17,965.12,962.62,972.88,962.38,-,0.23%
12-May-17,962.88,964.62,967.38,960.62,-,-0.34%
11-May-17,966.12,970.88,975.62,962.88,-,-0.32%
10-May-17,969.25,974.38,988.5,966.88,-,-0.48%
9-May-17,973.88,965.38,977.12,963.62,-,0.86%
8-May-17,965.62,971.62,974.62,963.62,-,-0.77%
5-May-17,973.12,974.38,982.88,967.88,-,-0.03%
4-May-17,973.38,976.62,979.88,969.62,-,-0.15%
3-May-17,974.88,969.62,976.38,967.38,-,0.59%
2-May-17,969.12,969.12,978.38,965.38,-,-0.15%
1-May-17,970.62,961.88,974.62,958.62,-,1.41%
28-Apr-17,957.12,956.75,958.62,952.5,-,-0.05%
27-Apr-17,957.62,957.12,961.25,954.38,-,0.09%
26-Apr-17,956.75,965.62,968.38,955.25,-,-0.89%
25-Apr-17,965.38,969.38,971.12,964.88,-,-0.67%
24-Apr-17,971.88,963.25,971.88,962.12,-,2.21%
21-Apr-17,950.88,945.62,952.62,944.88,-,0.45%
20-Apr-17,946.62,950.12,955.62,946.12,-,-0.47%
19-Apr-17,951.12,946.75,954.38,942.75,-,0.58%
18-Apr-17,945.62,952.12,954.88,939.88,-,-0.79%
17-Apr-17,953.12,958.62,961.88,951.62,-,-0.26%
13-Apr-17,955.62,947.12,959.38,946.88,-,0.84%
12-Apr-17,947.62,942.38,951.25,941.12,-,0.80%
11-Apr-17,940.12,941.62,944.88,929.88,-,-0.19%
10-Apr-17,941.88,944.12,948.88,939.38,-,-0.05%
7-Apr-17,942.38,938.62,945.38,937.38,-,0.16%
6-Apr-17,940.88,944.38,946.38,940.12,-,-0.29%
5-Apr-17,943.62,937.62,948.38,937.62,-,0.64%
4-Apr-17,937.62,939.5,942.62,936.62,-,0.00%
3-Apr-17,937.62,946.38,949.12,937.62,-,-0.87%
31-Mar-17,945.88,961.38,966.38,944.38,-,-1.77%
30-Mar-17,962.88,969.75,969.88,961.12,-,-0.59%
29-Mar-17,968.62,970.88,975.88,967.38,-,-0.34%
28-Mar-17,971.88,971.38,976.38,971.12,-,0.05%
27-Mar-17,971.38,976.12,978.62,968.38,-,-0.43%
24-Mar-17,975.62,990.62,990.88,972.38,-,-1.51%
23-Mar-17,990.62,999.38,"1,001.88",990.62,-,-0.88%
22-Mar-17,999.38,"1,000.62","1,003.12",994.12,-,-0.25%
21-Mar-17,"1,001.88","1,000.38","1,007.88",995.12,-,0.20%
20-Mar-17,999.88,"1,003.62","1,008.62",998.38,-,-0.02%
17-Mar-17,"1,000.12","1,001.62","1,004.38",994.38,-,-0.08%
16-Mar-17,"1,000.88",999.62,"1,006.62",995.88,-,0.30%
15-Mar-17,997.88,998.62,"1,007.62",995.38,-,-0.12%
14-Mar-17,999.12,"1,006.50","1,007.88",992.12,-,-0.70%
13-Mar-17,"1,006.12","1,006.38","1,010.12","1,003.62",-,-0.05%
10-Mar-17,"1,006.62","1,011.88","1,012.75","1,003.12",-,-0.42%
9-Mar-17,"1,010.88","1,020.88","1,022.62","1,006.38",-,-1.08%
8-Mar-17,"1,021.88","1,025.62","1,027.62","1,018.62",-,-0.39%
7-Mar-17,"1,025.88","1,038.62","1,041.62","1,022.38",-,-1.11%
6-Mar-17,"1,037.38","1,039.12","1,048.38","1,035.88",-,0.05%
3-Mar-17,"1,036.88","1,037.62","1,040.88","1,028.88",-,0.03%
2-Mar-17,"1,036.62","1,049.12","1,050.88","1,032.12",-,-1.40%
1-Mar-17,"1,051.38","1,036.88","1,051.88","1,035.12",-,1.45%
28-Feb-17,"1,036.38","1,024.38","1,056.12","1,023.50",-,1.42%
27-Feb-17,"1,021.88","1,027.38","1,028.88","1,017.12",-,0.79%
24-Feb-17,"1,013.90","1,011.88","1,016.12","1,009.38",-,0.02%
23-Feb-17,"1,013.70","1,022.62","1,026.90","1,010.10",-,-0.90%
22-Feb-17,"1,022.90","1,027.88","1,031.62","1,022.38",-,-0.37%
21-Feb-17,"1,026.70","1,033.88","1,044.40","1,026.10",-,-0.79%
17-Feb-17,"1,034.90","1,043.38","1,046.12","1,031.10",-,-0.84%
16-Feb-17,"1,043.70","1,060.12","1,062.62","1,042.60",-,-1.64%
15-Feb-17,"1,061.10","1,045.12","1,061.40","1,040.38",-,1.50%
14-Feb-17,"1,045.40","1,055.12","1,055.90","1,042.60",-,-0.97%
13-Feb-17,"1,055.60","1,059.38","1,061.62","1,050.60",-,-0.24%
10-Feb-17,"1,058.10","1,050.12","1,063.40","1,047.60",-,0.77%
9-Feb-17,"1,050.00","1,055.88","1,061.40","1,045.10",-,-0.79%
8-Feb-17,"1,058.40","1,041.88","1,059.62","1,040.00",-,1.61%
7-Feb-17,"1,041.60","1,038.88","1,043.12","1,032.10",-,0.39%
6-Feb-17,"1,037.60","1,027.88","1,042.38","1,026.38",-,1.07%
3-Feb-17,"1,026.60","1,036.12","1,044.12","1,026.40",-,-0.95%
2-Feb-17,"1,036.40","1,037.12","1,041.62","1,031.50",-,-0.06%
1-Feb-17,"1,037.00","1,024.12","1,037.40","1,017.10",-,1.21%
31-Jan-17,"1,024.60","1,023.12","1,026.62","1,019.60",-,0.20%
30-Jan-17,"1,022.60","1,043.88","1,043.88","1,019.60",-,-2.55%
27-Jan-17,"1,049.40","1,047.38","1,051.90","1,043.10",-,0.10%
26-Jan-17,"1,048.40","1,055.38","1,058.62","1,045.60",-,-0.77%
25-Jan-17,"1,056.50","1,057.38","1,059.90","1,050.10",-,-0.23%
24-Jan-17,"1,058.90","1,060.12","1,068.12","1,051.38",-,-0.09%
23-Jan-17,"1,059.90","1,066.88","1,069.40","1,055.38",-,-0.70%
20-Jan-17,"1,067.40","1,070.12","1,071.12","1,060.25",-,-0.21%
19-Jan-17,"1,069.60","1,072.62","1,077.12","1,066.88",-,-0.42%
18-Jan-17,"1,074.10","1,067.88","1,079.90","1,062.60",-,0.61%
17-Jan-17,"1,067.60","1,054.12","1,075.25","1,052.38",-,2.24%
13-Jan-17,"1,044.20","1,037.62","1,052.62","1,033.10",-,0.44%
12-Jan-17,"1,039.60","1,009.38","1,041.12","1,006.10",-,2.92%
11-Jan-17,"1,010.10","1,012.38","1,016.40","1,001.10",-,-0.31%
10-Jan-17,"1,013.20","1,003.62","1,014.90",997.38,-,0.83%
9-Jan-17,"1,004.90",995.12,"1,005.90",993.6,-,0.95%
6-Jan-17,995.4,"1,012.62","1,014.62",993.6,-,-1.68%
5-Jan-17,"1,012.40","1,013.38","1,015.90","1,007.60",-,-0.17%
4-Jan-17,"1,014.10",995.88,"1,015.50",992.75,-,1.78%
3-Jan-17,996.4,"1,005.40","1,011.62",994.6,-,-0.87%
30-Dec-16,"1,005.10","1,013.12","1,018.40","1,002.60",-,-0.69%
29-Dec-16,"1,012.10","1,016.12","1,024.12","1,011.38",-,-0.42%
28-Dec-16,"1,016.40","1,023.88","1,028.40","1,011.38",-,-0.70%
27-Dec-16,"1,023.60",998.62,"1,024.62",998.38,-,3.41%
23-Dec-16,989.88,995.75,996.88,987.88,-,-0.48%
22-Dec-16,994.62,"1,007.75","1,008.25",993.62,-,-1.12%
21-Dec-16,"1,005.88","1,006.88","1,012.12","1,005.12",-,0.04%
20-Dec-16,"1,005.50","1,023.12","1,023.88","1,004.12",-,-1.65%
19-Dec-16,"1,022.38","1,031.88","1,038.75","1,020.62",-,-1.26%
16-Dec-16,"1,035.38","1,029.75","1,037.38","1,023.12",-,0.66%
15-Dec-16,"1,028.62","1,023.88","1,037.88","1,018.38",-,0.51%
14-Dec-16,"1,023.38","1,027.38","1,029.12","1,020.88",-,-0.41%
13-Dec-16,"1,027.62","1,031.38","1,038.62","1,025.62",-,-0.30%
12-Dec-16,"1,030.75","1,040.75","1,047.38","1,026.62",-,-0.53%
9-Dec-16,"1,036.25","1,025.62","1,038.62","1,021.38",-,0.84%
8-Dec-16,"1,027.62","1,047.38","1,047.88","1,023.62",-,-2.00%
7-Dec-16,"1,048.62","1,047.88","1,052.88","1,040.12",-,0.10%
6-Dec-16,"1,047.62","1,043.12","1,061.38","1,039.38",-,0.35%
5-Dec-16,"1,044.00","1,030.12","1,049.62","1,027.88",-,1.20%
2-Dec-16,"1,031.62","1,033.62","1,037.50","1,026.62",-,0.21%
1-Dec-16,"1,029.50","1,034.88","1,039.88","1,022.38",-,-0.41%
30-Nov-16,"1,033.75","1,044.12","1,052.62","1,031.62",-,-0.78%
29-Nov-16,"1,041.88","1,053.62","1,058.62","1,039.38",-,-1.36%
28-Nov-16,"1,056.25","1,044.38","1,064.88","1,042.88",-,1.04%
25-Nov-16,"1,045.38","1,032.62","1,046.50","1,030.00",-,1.04%
23-Nov-16,"1,034.62","1,029.25","1,035.62","1,017.38",-,0.51%
22-Nov-16,"1,029.38","1,020.38","1,033.12","1,016.50",-,1.02%
21-Nov-16,"1,019.00",997.75,"1,019.75",997.62,-,2.61%
18-Nov-16,993.12,988.25,996.62,982.38,-,0.30%
17-Nov-16,990.12,986.88,993.62,981.12,-,0.48%
16-Nov-16,985.38,994.12,997.62,982.88,-,-0.35%
15-Nov-16,988.88,987,989.88,978.62,-,0.50%
14-Nov-16,984,988.12,989.38,975.62,-,-0.28%
11-Nov-16,986.75,"1,005.62","1,017.88",977.12,-,-1.04%
10-Nov-16,997.12,992.38,"1,018.88",989.12,-,0.66%
9-Nov-16,990.62,"1,009.50","1,017.38",984.38,-,-2.12%
8-Nov-16,"1,012.12",999.12,"1,020.38",997.12,-,1.35%
7-Nov-16,998.62,991.5,"1,001.62",990.12,-,0.83%
4-Nov-16,990.38,989.75,994.62,984.12,-,0.08%
3-Nov-16,989.62,986.12,993.88,985.62,-,0.34%
2-Nov-16,986.25,991.88,995.38,983.38,-,-0.69%
1-Nov-16,993.12,"1,011.75","1,015.88",991.75,-,-1.85%
31-Oct-16,"1,011.88","1,013.62","1,018.12","1,006.50",-,1.02%
28-Oct-16,"1,001.62","1,012.75","1,017.38","1,000.62",-,-1.23%
27-Oct-16,"1,014.12","1,008.25","1,019.88","1,002.75",-,0.50%
26-Oct-16,"1,009.12",989.88,"1,010.88",989.5,-,1.84%
25-Oct-16,990.88,990.25,996.88,981.38,-,-0.15%
24-Oct-16,992.38,981.88,999.62,979.88,-,1.10%
21-Oct-16,981.62,977.38,983.88,974.5,-,0.61%
20-Oct-16,975.62,980.5,989.62,973.5,-,-0.51%
19-Oct-16,980.62,971.62,981.62,971.12,-,0.87%
18-Oct-16,972.12,977.38,986.88,971.62,-,-0.51%
17-Oct-16,977.12,961.62,978.5,961.25,-,1.61%
14-Oct-16,961.62,955.12,974.12,952.12,-,0.56%
13-Oct-16,956.25,946,959.38,937.38,-,1.12%
12-Oct-16,945.62,952.75,971.12,943.38,-,-0.94%
11-Oct-16,954.62,953.38,960.62,951.88,-,-0.03%
10-Oct-16,954.88,955.12,964.12,950.12,-,-0.25%
7-Oct-16,957.25,958.5,973.12,955.62,-,-0.12%
6-Oct-16,958.38,957.62,959.62,947.38,-,0.10%
5-Oct-16,957.38,963.88,967.62,950.62,-,-0.60%
4-Oct-16,963.12,971.5,971.88,960.38,-,-1.08%
3-Oct-16,973.62,952.75,974.88,946.62,-,1.92%
30-Sep-16,955.25,949.38,958.38,943.5,-,0.49%
29-Sep-16,950.62,948,957.12,946.12,-,0.53%
28-Sep-16,945.62,952,955.38,944.75,-,-0.68%
27-Sep-16,952.12,947.62,953.12,934.12,-,0.74%
26-Sep-16,945.12,952.25,960.12,943.88,-,-1.13%
23-Sep-16,955.88,975.5,976.12,952.75,-,-2.15%
22-Sep-16,976.88,974.75,983.12,970.38,-,0.18%
21-Sep-16,975.12,988.38,990.12,971.62,-,-1.49%
20-Sep-16,989.88,974.38,993.88,971,-,1.96%
19-Sep-16,970.88,970.88,981.12,966.12,-,0.34%
16-Sep-16,967.62,949.12,968.75,945.62,-,1.73%
15-Sep-16,951.12,943.62,952.88,941.38,-,0.90%
14-Sep-16,942.62,943.75,947.88,940.62,-,-0.24%
13-Sep-16,944.88,962.88,970.88,942.62,-,-2.10%
12-Sep-16,965.12,977.12,989.25,959.12,-,-1.66%
9-Sep-16,981.38,976.88,983.12,971.88,-,0.51%
8-Sep-16,976.38,977.5,983.12,970.38,-,0.15%
7-Sep-16,974.88,959.38,977.88,958.12,-,1.56%
6-Sep-16,959.88,954.38,963.75,946.62,-,0.89%
2-Sep-16,951.38,946.12,955.38,946.12,-,0.72%
1-Sep-16,944.62,943.88,948.38,937.12,-,0.29%
31-Aug-16,941.88,952.12,955.62,938.12,-,-0.79%
30-Aug-16,949.38,964.62,968.5,946.62,-,-4.15%
26-Aug-16,990.5,997.38,"1,001.62",982.75,-,-0.83%
25-Aug-16,998.75,"1,026.88","1,029.00",998.75,-,-3.12%
24-Aug-16,"1,030.88","1,034.25","1,036.00","1,021.62",-,-0.31%
23-Aug-16,"1,034.12","1,033.75","1,036.75","1,026.62",-,-0.01%
22-Aug-16,"1,034.25","1,024.75","1,041.12","1,023.12",-,0.75%
19-Aug-16,"1,026.50","1,032.50","1,034.88","1,016.88",-,-0.63%
18-Aug-16,"1,033.00","1,033.50","1,034.62","1,011.88",-,0.28%
17-Aug-16,"1,030.12","1,022.00","1,030.88","1,015.75",-,1.05%
16-Aug-16,"1,019.38","1,023.88","1,028.38","1,012.12",-,-0.45%
15-Aug-16,"1,024.00",999.88,"1,026.88",996.88,-,2.61%
12-Aug-16,998,"1,001.00","1,008.88",980.5,-,-0.39%
11-Aug-16,"1,001.88",999.88,"1,007.50",995.62,-,0.36%
10-Aug-16,998.25,"1,006.25","1,014.25",989.12,-,-0.71%
9-Aug-16,"1,005.38","1,000.25","1,014.88",993.5,-,0.50%
8-Aug-16,"1,000.38",996.75,"1,002.25",987.75,-,1.28%
5-Aug-16,987.75,976.38,994.75,975.62,-,1.37%
4-Aug-16,974.38,973.38,984.75,968.38,-,0.09%
3-Aug-16,973.5,974.75,985.62,969.25,-,0.31%
2-Aug-16,970.5,976.5,986.38,961.62,-,-0.96%
1-Aug-16,979.88,"1,009.88","1,017.50",976.88,-,-3.87%
29-Jul-16,"1,019.38",994.75,"1,022.88",984.38,-,2.71%
28-Jul-16,992.5,"1,005.38","1,010.38",988.5,-,-0.68%
27-Jul-16,999.25,984.38,"1,006.88",983.38,-,1.41%
26-Jul-16,985.38,975,994.12,974,-,0.95%
25-Jul-16,976.12,993.25,"1,002.38",973.75,-,-3.05%
22-Jul-16,"1,006.88","1,035.25","1,037.00",985.25,-,-2.47%
21-Jul-16,"1,032.38","1,026.00","1,042.38","1,023.75",-,0.56%
20-Jul-16,"1,026.62","1,045.88","1,056.12","1,025.00",-,-1.63%
19-Jul-16,"1,043.62","1,072.75","1,078.62","1,041.25",-,-3.27%
18-Jul-16,"1,078.88","1,062.88","1,082.00","1,050.38",-,0.44%
15-Jul-16,"1,074.12","1,084.75","1,097.12","1,056.62",-,-0.81%
14-Jul-16,"1,082.88","1,110.25","1,140.75","1,079.88",-,-3.52%
13-Jul-16,"1,122.38","1,109.00","1,134.50","1,096.75",-,1.94%
12-Jul-16,"1,101.00","1,076.12","1,101.88","1,072.88",-,2.24%
11-Jul-16,"1,076.88","1,096.88","1,100.75","1,074.62",-,-0.51%
8-Jul-16,"1,082.38","1,050.62","1,084.00","1,045.75",-,2.99%
7-Jul-16,"1,051.00","1,106.00","1,117.12","1,050.38",-,-4.31%
6-Jul-16,"1,098.38","1,109.75","1,114.38","1,063.25",-,-0.90%
5-Jul-16,"1,108.38","1,144.75","1,144.75","1,105.12",-,-4.79%
1-Jul-16,"1,164.12","1,177.25","1,178.50","1,163.12",-,-0.86%
30-Jun-16,"1,174.25","1,139.88","1,181.12","1,121.00",-,3.04%
29-Jun-16,"1,139.62","1,148.25","1,151.62","1,136.62",-,-0.57%
28-Jun-16,"1,146.12","1,128.12","1,161.62","1,124.62",-,1.54%
27-Jun-16,"1,128.75","1,101.38","1,135.62","1,101.38",-,2.56%
24-Jun-16,"1,100.62","1,125.25","1,131.50","1,099.38",-,-2.08%
23-Jun-16,"1,124.00","1,140.25","1,142.50","1,123.38",-,-1.15%
22-Jun-16,"1,137.12","1,130.75","1,146.88","1,126.12",-,0.40%
21-Jun-16,"1,132.62","1,144.50","1,151.75","1,129.12",-,-1.03%
20-Jun-16,"1,144.38","1,156.50","1,156.75","1,140.38",-,-1.28%
17-Jun-16,"1,159.25","1,132.75","1,159.25","1,132.75",-,2.15%
16-Jun-16,"1,134.88","1,153.88","1,159.88","1,128.88",-,-1.86%
15-Jun-16,"1,156.38","1,167.00","1,177.88","1,154.62",-,-1.09%
14-Jun-16,"1,169.12","1,166.75","1,176.12","1,152.62",-,0.02%
13-Jun-16,"1,168.88","1,194.88","1,198.25","1,167.38",-,-0.86%
10-Jun-16,"1,179.00","1,174.88","1,207.75","1,169.12",-,0.20%
9-Jun-16,"1,176.62","1,176.88","1,184.75","1,166.38",-,-0.13%
8-Jun-16,"1,178.12","1,142.00","1,189.12","1,138.12",-,3.12%
7-Jun-16,"1,142.50","1,133.12","1,148.62","1,129.12",-,0.52%
6-Jun-16,"1,136.62","1,144.62","1,161.88","1,136.12",-,0.43%
3-Jun-16,"1,131.75","1,142.25","1,168.12","1,127.38",-,-1.08%
2-Jun-16,"1,144.12","1,102.38","1,144.50","1,100.88",-,4.14%
1-Jun-16,"1,098.62","1,075.25","1,098.88","1,068.62",-,1.92%
31-May-16,"1,077.88","1,088.38","1,096.12","1,077.38",-,-0.74%
27-May-16,"1,085.88","1,076.00","1,090.62","1,071.88",-,0.49%
26-May-16,"1,080.62","1,085.25","1,097.88","1,073.50",-,-0.36%
25-May-16,"1,084.50","1,057.25","1,087.88","1,054.88",-,2.78%
24-May-16,"1,055.12","1,058.88","1,069.62","1,043.88",-,-0.40%
23-May-16,"1,059.38","1,077.12","1,079.12","1,052.12",-,-1.52%
20-May-16,"1,075.75","1,074.50","1,087.38","1,063.38",-,0.48%
19-May-16,"1,070.62","1,073.88","1,074.62","1,051.38",-,-0.45%
18-May-16,"1,075.50","1,079.75","1,087.88","1,063.88",-,-0.41%
17-May-16,"1,079.88","1,063.12","1,085.62","1,062.88",-,1.39%
16-May-16,"1,065.12","1,060.25","1,071.62","1,055.62",-,0.02%
13-May-16,"1,064.88","1,071.25","1,075.38","1,057.88",-,-0.51%
12-May-16,"1,070.38","1,078.75","1,089.62","1,063.00",-,-0.61%
11-May-16,"1,077.00","1,080.38","1,090.62","1,073.12",-,-0.70%
10-May-16,"1,084.62","1,025.12","1,090.62","1,023.62",-,5.65%
9-May-16,"1,026.62","1,036.88","1,043.62","1,019.12",-,-0.61%
6-May-16,"1,032.88","1,011.75","1,033.62","1,008.62",-,2.08%
5-May-16,"1,011.88","1,035.12","1,047.38","1,011.50",-,-2.13%
4-May-16,"1,033.88","1,026.38","1,045.62","1,022.25",-,0.39%
3-May-16,"1,029.88","1,043.12","1,057.12","1,023.62",-,-1.29%
2-May-16,"1,043.38","1,028.12","1,043.38","1,020.62",-,1.31%
29-Apr-16,"1,029.88","1,023.75","1,037.88","1,018.38",-,0.22%
28-Apr-16,"1,027.62","1,024.62","1,046.12","1,018.12",-,-0.12%
27-Apr-16,"1,028.88","1,026.50","1,029.62","1,011.12",-,0.10%
26-Apr-16,"1,027.88","1,009.00","1,027.88","1,001.62",-,1.68%
25-Apr-16,"1,010.88",994.62,"1,029.50",986.38,-,2.59%
22-Apr-16,985.38,"1,016.50","1,017.00",979.12,-,-3.41%
21-Apr-16,"1,020.12","1,007.38","1,034.62","1,002.75",-,0.99%
20-Apr-16,"1,010.12",980.62,"1,012.12",975.88,-,2.47%
19-Apr-16,985.75,953.62,986.38,953.12,-,3.40%
18-Apr-16,953.38,954.12,964.12,949.88,-,-0.39%
15-Apr-16,957.12,947.38,958.12,946.38,-,0.79%
14-Apr-16,949.62,955.12,959.38,946.88,-,-0.60%
13-Apr-16,955.38,938.38,957.62,938.12,-,2.22%
12-Apr-16,934.62,927.12,937.38,924.75,-,0.73%
11-Apr-16,927.88,916.12,929.38,915.38,-,1.28%
8-Apr-16,916.12,905.12,916.38,903.12,-,1.35%
7-Apr-16,903.88,908.62,909.62,903.62,-,-0.50%
6-Apr-16,908.38,903.88,909.62,901.12,-,0.36%
5-Apr-16,905.12,911.88,916.38,905.12,-,-0.90%
4-Apr-16,913.38,918.25,922.38,912.88,-,-0.34%
1-Apr-16,916.5,909.88,917.88,908.38,-,0.43%
31-Mar-16,912.62,908.38,913.88,896.88,-,0.38%
30-Mar-16,909.12,915.12,916.88,909.12,-,-0.74%
29-Mar-16,915.88,908.38,916.38,907.12,-,0.71%
28-Mar-16,909.38,911.12,914.62,906.38,-,-0.11%
24-Mar-16,910.38,905.12,911.62,902.12,-,0.47%
23-Mar-16,906.12,909.38,912.38,901.63,-,-0.49%
22-Mar-16,910.62,901.13,913.88,900.13,-,1.00%
21-Mar-16,901.63,895.38,904.88,892.38,-,0.47%
18-Mar-16,897.38,897.13,904.62,896.13,-,0.06%
17-Mar-16,896.88,894.88,904.38,893.62,-,0.25%
16-Mar-16,894.62,891.5,894.62,886.12,-,0.28%
15-Mar-16,892.12,894.62,895.38,888.63,-,-0.45%
14-Mar-16,896.13,892.62,896.88,890.38,-,0.08%
11-Mar-16,895.38,887.63,896.62,887.38,-,0.73%
10-Mar-16,888.88,885.12,889.88,881.38,-,0.37%
9-Mar-16,885.62,883.13,887.88,880.38,-,0.14%
8-Mar-16,884.38,880.12,884.63,875.38,-,0.37%
7-Mar-16,881.12,881.25,887.38,880.63,-,0.31%
4-Mar-16,878.38,864.13,879.13,863.88,-,1.71%
3-Mar-16,863.63,861.12,865.38,857.62,-,0.26%
2-Mar-16,861.38,858.25,864.88,856.12,-,0.32%
1-Mar-16,858.63,861.25,866.38,857.12,-,-0.29%
29-Feb-16,861.12,862.88,864.88,860.12,-,-0.23%
26-Feb-16,863.12,866.63,869.12,861.88,-,-0.29%
25-Feb-16,865.62,872.13,876.38,865.12,-,-0.77%
24-Feb-16,872.38,873.38,874.88,869.38,-,-0.08%
23-Feb-16,873.12,883.25,883.25,871.38,-,-1.22%
22-Feb-16,883.88,881.75,889.88,880.38,-,0.63%
19-Feb-16,878.38,879.5,881.62,877.88,-,-0.17%
18-Feb-16,879.88,882,882.63,878.12,-,-0.27%
17-Feb-16,882.25,878.75,885.38,876.88,-,0.24%
16-Feb-16,880.13,876.38,882.63,873.38,-,0.86%
12-Feb-16,872.63,872.88,875.38,868.63,-,-0.06%
11-Feb-16,873.13,862.38,874.13,862.38,-,1.31%
10-Feb-16,861.88,863.25,866.13,861.63,-,-0.17%
9-Feb-16,863.38,862.75,866.13,859.63,-,0.06%
8-Feb-16,862.88,867.38,868.63,861.63,-,-0.52%
5-Feb-16,867.38,875.63,878.88,867.38,-,-0.79%
4-Feb-16,874.25,877.88,884.38,872.88,-,-0.33%
3-Feb-16,877.13,885.63,885.88,874.38,-,-1.04%
2-Feb-16,886.38,880.25,889.38,878.38,-,0.62%
1-Feb-16,880.88,882.88,882.88,876.13,-,-0.17%
29-Jan-16,882.38,868.88,882.88,867.13,-,1.67%
28-Jan-16,867.88,882.5,884.13,867.38,-,-1.75%
27-Jan-16,883.38,875.88,884.88,875.75,-,0.83%
26-Jan-16,876.13,879.75,882.13,875.63,-,-0.48%
25-Jan-16,880.38,876.63,881.88,870.88,-,0.46%
22-Jan-16,876.38,878.88,886.13,874.88,-,-0.28%
21-Jan-16,878.88,874.63,885.63,872.38,-,0.51%
20-Jan-16,874.38,881.88,883.75,870.63,-,-1.05%
19-Jan-16,883.63,881,887.88,880.63,-,0.60%
17-Jan-16,878.38,878.38,878.38,878.38,-,0.00%
15-Jan-16,878.38,882.38,882.63,871.25,-,-0.51%
14-Jan-16,882.88,878.63,884.38,874.88,-,0.34%
13-Jan-16,879.88,874.75,880.63,871.13,-,0.60%
12-Jan-16,874.63,861.5,881,857.38,-,1.57%
11-Jan-16,861.13,865.5,869.63,859.63,-,-0.49%
8-Jan-16,865.38,864.88,870.63,863.63,-,0.12%
7-Jan-16,864.38,864.13,868.63,858.38,-,-0.03%
6-Jan-16,864.63,856.63,867.63,852.38,-,0.88%
5-Jan-16,857.13,858.13,864.63,855.63,-,0.12%
4-Jan-16,856.13,863.13,867.13,853.38,-,-0.87%
31-Dec-15,863.63,868.88,872.88,863.13,-,-0.69%
30-Dec-15,869.63,865.13,872.63,864.13,-,0.49%
29-Dec-15,865.38,862.63,871.88,861.13,-,0.35%
28-Dec-15,862.38,870.13,871.38,860.63,-,-1.36%
27-Dec-15,874.25,874.25,874.25,874.25,-,-0.29%
24-Dec-15,876.75,882.5,884.88,875.13,-,-0.55%
23-Dec-15,881.63,885.63,888.5,881.13,-,-0.42%
22-Dec-15,885.38,890.75,895.13,885.13,-,-0.62%
21-Dec-15,890.88,891.63,896.13,887.13,-,-0.08%
18-Dec-15,891.63,876.13,893.38,873.38,-,1.65%
17-Dec-15,877.13,859.88,878,854.25,-,1.62%
16-Dec-15,863.13,866.88,870.88,856.13,-,-0.40%
15-Dec-15,866.63,874.63,877.63,866.63,-,-0.91%
14-Dec-15,874.63,870.75,877.63,868.13,-,0.43%
11-Dec-15,870.88,878,884.13,870.13,-,-0.85%
10-Dec-15,878.38,877,886.38,873.13,-,0.23%
9-Dec-15,876.38,877.38,883.63,869.88,-,0.00%
8-Dec-15,876.38,885.88,886.88,872.88,-,-0.71%
7-Dec-15,882.63,905.75,909.63,881.63,-,-2.62%
4-Dec-15,906.38,896.75,906.38,892.88,-,1.09%
3-Dec-15,896.63,890.75,897.63,885.13,-,0.48%
2-Dec-15,892.38,889,894.63,885,-,0.35%
1-Dec-15,889.25,880.88,891.63,880.13,-,0.86%
30-Nov-15,881.63,873.13,883.13,870.38,-,0.89%
27-Nov-15,873.88,875.38,877.63,871.13,-,-0.17%
25-Nov-15,875.38,863,876.88,861.63,-,1.42%
24-Nov-15,863.13,863.38,869.13,861.38,-,-0.12%
23-Nov-15,864.13,854.5,865.38,844.38,-,0.70%
20-Nov-15,858.13,859.75,861.13,852.13,-,-0.23%
19-Nov-15,860.13,858,862.88,852.63,-,0.23%
18-Nov-15,858.13,864.13,867.63,852.63,-,-0.64%
17-Nov-15,863.63,859.38,864.88,857.88,-,0.52%
16-Nov-15,859.13,854.5,860.13,851.38,-,0.41%
13-Nov-15,855.63,862.25,862.25,854.88,-,-0.84%
