Date,Price,Open,High,Low,Vol.,Change %
2-May-14,"1,471.13","1,462.50","1,471.75","1,451.13",-,0.70%
1-May-14,"1,460.88","1,510.63","1,511.88","1,460.13",-,-3.34%
30-Apr-14,"1,511.38","1,517.50","1,517.75","1,502.38",-,-0.31%
29-Apr-14,"1,516.13","1,499.50","1,520.38","1,494.25",-,1.17%
28-Apr-14,"1,498.63","1,496.50","1,512.88","1,490.88",-,-0.03%
25-Apr-14,"1,499.13","1,472.50","1,499.75","1,472.25",-,1.80%
24-Apr-14,"1,472.63","1,467.75","1,473.88","1,464.13",-,0.28%
23-Apr-14,"1,468.50","1,480.38","1,487.13","1,466.75",-,-0.83%
22-Apr-14,"1,480.75","1,501.13","1,508.63","1,477.13",-,-1.28%
21-Apr-14,"1,499.88","1,515.00","1,524.88","1,486.00",-,-1.06%
17-Apr-14,"1,516.00","1,518.00","1,531.63","1,504.13",-,-0.21%
16-Apr-14,"1,519.25","1,500.50","1,522.38","1,500.25",-,1.22%
15-Apr-14,"1,501.00","1,476.13","1,509.13","1,473.63",-,1.69%
14-Apr-14,"1,476.00","1,461.50","1,477.88","1,461.50",-,0.84%
11-Apr-14,"1,463.75","1,481.88","1,482.00","1,461.00",-,-1.17%
10-Apr-14,"1,481.13","1,494.00","1,495.00","1,476.38",-,-0.93%
9-Apr-14,"1,495.00","1,481.88","1,511.63","1,481.63",-,0.80%
8-Apr-14,"1,483.13","1,464.13","1,483.38","1,462.13",-,1.38%
7-Apr-14,"1,463.00","1,472.38","1,479.38","1,459.88",-,-0.63%
4-Apr-14,"1,472.25","1,474.13","1,486.63","1,463.13",-,-0.10%
3-Apr-14,"1,473.75","1,462.00","1,480.50","1,458.63",-,0.80%
2-Apr-14,"1,462.13","1,483.38","1,495.88","1,456.13",-,-1.40%
1-Apr-14,"1,482.88","1,463.25","1,491.38","1,461.38",-,1.40%
31-Mar-14,"1,462.38","1,433.63","1,466.13","1,424.00",-,1.85%
28-Mar-14,"1,435.88","1,435.63","1,443.13","1,428.88",-,-0.09%
27-Mar-14,"1,437.13","1,439.38","1,450.25","1,430.63",-,-0.28%
26-Mar-14,"1,441.13","1,426.00","1,441.63","1,420.88",-,1.03%
25-Mar-14,"1,426.50","1,425.13","1,435.88","1,416.13",-,0.05%
24-Mar-14,"1,425.75","1,403.25","1,432.38","1,394.00",-,1.14%
21-Mar-14,"1,409.63","1,433.50","1,435.88","1,405.38",-,-1.70%
20-Mar-14,"1,434.00","1,430.13","1,456.13","1,422.63",-,0.20%
19-Mar-14,"1,431.13","1,418.88","1,441.50","1,418.13",-,0.88%
18-Mar-14,"1,418.63","1,389.13","1,419.25","1,384.38",-,1.94%
17-Mar-14,"1,391.63","1,389.25","1,395.63","1,375.75",-,0.13%
14-Mar-14,"1,389.75","1,392.88","1,400.75","1,379.63",-,-0.26%
13-Mar-14,"1,393.38","1,388.38","1,412.25","1,380.88",-,0.41%
12-Mar-14,"1,387.75","1,405.75","1,406.88","1,365.75",-,-1.73%
11-Mar-14,"1,412.13","1,417.38","1,428.63","1,410.88",-,-0.45%
10-Mar-14,"1,418.50","1,454.50","1,456.13","1,414.88",-,-2.83%
7-Mar-14,"1,459.75","1,436.38","1,459.75","1,435.75",-,1.57%
6-Mar-14,"1,437.25","1,422.13","1,439.88","1,416.63",-,1.12%
5-Mar-14,"1,421.38","1,423.88","1,426.38","1,409.63",-,-0.09%
4-Mar-14,"1,422.63","1,407.13","1,425.63","1,404.63",-,0.94%
3-Mar-14,"1,409.38","1,417.13","1,437.25","1,402.13",-,-0.34%
28-Feb-14,"1,414.13","1,389.38","1,414.88","1,377.38",-,1.85%
27-Feb-14,"1,388.38","1,395.25","1,443.75","1,388.38",-,-0.64%
26-Feb-14,"1,397.38","1,385.38","1,397.38","1,381.38",-,0.80%
25-Feb-14,"1,386.25","1,373.00","1,388.13","1,366.13",-,0.89%
24-Feb-14,"1,374.00","1,360.00","1,377.88","1,358.63",-,0.17%
21-Feb-14,"1,371.63","1,358.38","1,371.75","1,351.50",-,0.93%
20-Feb-14,"1,359.00","1,353.38","1,361.13","1,343.88",-,0.30%
19-Feb-14,"1,354.88","1,360.75","1,371.38","1,351.38",-,-0.48%
18-Feb-14,"1,361.38","1,337.88","1,361.63","1,335.63",-,1.73%
14-Feb-14,"1,338.25","1,342.63","1,355.88","1,337.13",-,-0.30%
13-Feb-14,"1,342.25","1,323.25","1,347.13","1,322.88",-,1.48%
12-Feb-14,"1,322.63","1,335.13","1,339.88","1,322.13",-,-1.04%
11-Feb-14,"1,336.50","1,323.63","1,337.13","1,312.63",-,0.84%
10-Feb-14,"1,325.38","1,327.13","1,339.88","1,318.75",-,-0.43%
7-Feb-14,"1,331.13","1,323.63","1,332.13","1,320.13",-,0.39%
6-Feb-14,"1,326.00","1,315.63","1,334.63","1,314.88",-,0.77%
5-Feb-14,"1,315.88","1,311.88","1,320.88","1,305.38",-,0.28%
4-Feb-14,"1,312.25","1,292.88","1,315.88","1,291.13",-,1.58%
3-Feb-14,"1,291.88","1,281.88","1,299.63","1,278.38",-,0.62%
31-Jan-14,"1,283.88","1,275.38","1,283.88","1,271.63",-,0.65%
30-Jan-14,"1,275.63","1,269.38","1,286.38","1,260.13",-,0.55%
29-Jan-14,"1,268.63","1,284.75","1,285.88","1,266.13",-,-1.27%
28-Jan-14,"1,285.00","1,287.00","1,289.88","1,277.63",-,-0.27%
27-Jan-14,"1,288.50","1,286.13","1,292.50","1,279.38",-,0.19%
24-Jan-14,"1,286.00","1,275.88","1,286.88","1,263.63",-,0.83%
23-Jan-14,"1,275.38","1,279.63","1,296.38","1,275.38",-,-0.38%
22-Jan-14,"1,280.25","1,279.88","1,285.88","1,272.13",-,-0.02%
21-Jan-14,"1,280.50","1,312.88","1,313.88","1,280.13",-,-2.74%
17-Jan-14,"1,316.63","1,313.38","1,318.38","1,305.63",-,0.10%
16-Jan-14,"1,315.38","1,316.88","1,329.88","1,311.13",-,-0.19%
15-Jan-14,"1,317.88","1,305.75","1,320.88","1,303.38",-,0.89%
14-Jan-14,"1,306.25","1,292.75","1,316.63","1,288.88",-,0.89%
13-Jan-14,"1,294.75","1,278.00","1,296.25","1,266.63",-,1.35%
10-Jan-14,"1,277.50","1,273.63","1,296.63","1,271.63",-,0.27%
9-Jan-14,"1,274.00","1,268.38","1,277.88","1,267.38",-,0.34%
8-Jan-14,"1,269.63","1,274.88","1,275.88","1,267.25",-,-0.38%
7-Jan-14,"1,274.50","1,277.88","1,282.88","1,266.13",-,-0.28%
6-Jan-14,"1,278.13","1,273.75","1,282.00","1,269.63",-,0.50%
3-Jan-14,"1,271.75","1,270.25","1,278.38","1,265.13",-,0.08%
2-Jan-14,"1,270.75","1,291.63","1,291.63","1,262.63",-,-1.44%
1-Jan-14,"1,289.38","1,289.38","1,289.38","1,289.38",-,0.00%
31-Dec-13,"1,289.38","1,307.63","1,310.88","1,289.38",-,-1.49%
30-Dec-13,"1,308.88","1,306.88","1,315.88","1,299.88",-,-1.72%
27-Dec-13,"1,331.75","1,318.75","1,332.38","1,318.75",-,0.91%
26-Dec-13,"1,319.75","1,333.50","1,333.50","1,316.63",-,-1.03%
24-Dec-13,"1,333.50","1,328.75","1,337.88","1,325.38",-,0.39%
23-Dec-13,"1,328.38","1,344.38","1,346.50","1,327.13",-,-0.74%
20-Dec-13,"1,338.25","1,325.75","1,344.88","1,321.88",-,0.81%
19-Dec-13,"1,327.50","1,325.50","1,329.50","1,315.88",-,0.22%
18-Dec-13,"1,324.63","1,344.13","1,350.88","1,323.38",-,-1.49%
17-Dec-13,"1,344.63","1,336.13","1,349.88","1,328.63",-,0.60%
16-Dec-13,"1,336.63","1,327.88","1,343.38","1,319.13",-,0.72%
13-Dec-13,"1,327.13","1,323.50","1,327.88","1,312.38",-,0.11%
12-Dec-13,"1,325.63","1,343.38","1,346.88","1,318.63",-,-1.36%
11-Dec-13,"1,343.88","1,339.13","1,345.25","1,334.63",-,0.38%
10-Dec-13,"1,338.75","1,342.75","1,353.38","1,331.13",-,-0.35%
9-Dec-13,"1,343.50","1,324.63","1,346.38","1,324.63",-,1.35%
6-Dec-13,"1,325.63","1,327.50","1,327.75","1,316.63",-,-0.21%
5-Dec-13,"1,328.38","1,328.13","1,332.75","1,316.25",-,0.00%
4-Dec-13,"1,328.38","1,320.25","1,334.38","1,311.75",-,0.69%
3-Dec-13,"1,319.25","1,320.75","1,328.88","1,311.50",-,-0.14%
2-Dec-13,"1,321.13","1,335.88","1,345.88","1,319.63",-,-1.19%
29-Nov-13,"1,337.00","1,328.38","1,339.38","1,327.38",-,1.35%
27-Nov-13,"1,319.25","1,327.50","1,340.88","1,318.38",-,-0.72%
26-Nov-13,"1,328.88","1,327.88","1,330.38","1,316.88",-,0.06%
25-Nov-13,"1,328.13","1,318.63","1,334.38","1,309.38",-,0.66%
